time,event
2026-03-02T12:07:21.396637,poll ok #149 duration_ms=3586 degraded=0 timeout_streak=0
2026-03-02T12:07:22.810480,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:07:23.356350,poll ok #150 duration_ms=546 degraded=0 timeout_streak=0
2026-03-02T12:07:27.810299,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:07:28.320501,candidate selected op=points start=0
=0 timeout_streak=0
2026-03-02T12:07:32.810763,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:07:34.614314,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:07:34.866047,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:07:35.446647,candidate selected op=points start=0
 duration_ms=579
2026-03-02T12:07:35.448667,poll ok #152 duration_ms=2638 degraded=0 timeout_streak=0
2026-03-02T12:07:37.810763,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:07:39.612330,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:07:39.863373,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:07:40.473684,poll ok #153 duration_ms=2663 degraded=0 timeout_streak=0
2026-03-02T12:07:42.811032,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:07:44.614676,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:07:44.865887,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:07:45.489752,candidate selected op=points start=0
 duration_ms=623
2026-03-02T12:07:45.491276,poll ok #154 duration_ms=2680 degraded=0 timeout_streak=0
2026-03-02T12:07:47.810510,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:07:49.611585,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:07:49.863029,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:07:50.514164,poll ok #155 duration_ms=2704 degraded=0 timeout_streak=0
2026-03-02T12:07:52.810645,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:07:54.613035,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:07:54.864484,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:07:55.545379,candidate selected op=points start=0
 duration_ms=679
2026-03-02T12:07:55.548376,poll ok #156 duration_ms=2739 degraded=0 timeout_streak=0
2026-03-02T12:07:57.810699,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:07:59.611648,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:07:59.862841,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:08:00.552193,poll ok #157 duration_ms=2742 degraded=0 timeout_streak=0
2026-03-02T12:08:02.810686,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:08:04.613592,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:08:04.865864,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:08:05.580861,candidate selected op=points start=0
 duration_ms=714
2026-03-02T12:08:05.583388,poll ok #158 duration_ms=2773 degraded=0 timeout_streak=0
2026-03-02T12:08:07.810660,poll start #159
2026-03-02T12:08:07.810660,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:08:08.538131,candidate selected op=points start=0
=0 timeout_streak=0
2026-03-02T12:08:12.810791,poll start #160
 start=0 count=72 attempt=1/2
2026-03-02T12:08:13.322733,candidate selected op=points start=0
=0 timeout_streak=0
2026-03-02T12:08:17.809883,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:08:19.614273,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:08:19.866135,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:08:21.136683,recv ok op=points@0 regs=72 attempt=2 duration_ms=1270
2026-03-02T12:08:21.139264,poll ok #161 duration_ms=3329 degraded=0 timeout_streak=0
2026-03-02T12:08:22.809968,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:08:24.612955,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:08:24.866027,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:08:26.151859,poll ok #162 duration_ms=3341 degraded=0 timeout_streak=0
2026-03-02T12:08:27.810864,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:08:29.611563,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:08:29.864416,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:08:31.160835,candidate selected op=points start=0
 duration_ms=1296
2026-03-02T12:08:31.161708,poll ok #163 duration_ms=3351 degraded=0 timeout_streak=0
2026-03-02T12:08:32.810938,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:08:34.614050,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:08:34.866020,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:08:36.180774,candidate selected op=points start=0
d=0 timeout_streak=0
2026-03-02T12:08:37.810731,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:08:39.612827,timeout op=points@0 start=0 count=72 attempt=1/2 streak=1 degraded=0
tion: response timeout (1 consecutive)
2026-03-02T12:08:39.863804,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:08:41.199208,candidate selected op=points start=0
 duration_ms=1335
2026-03-02T12:08:41.201225,poll ok #165 duration_ms=3391 degraded=0 timeout_streak=0
2026-03-02T12:08:42.812007,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:08:44.613136,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:08:44.864672,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:08:46.216704,candidate selected op=points start=0
d=0 timeout_streak=0
2026-03-02T12:08:47.810944,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:08:49.614313,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:08:49.866119,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:08:51.237668,candidate selected op=points start=0
 duration_ms=1371
2026-03-02T12:08:51.239239,poll ok #167 duration_ms=3428 degraded=0 timeout_streak=0
2026-03-02T12:08:52.811586,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:08:54.196848,candidate selected op=points start=0
d=0 timeout_streak=0
2026-03-02T12:08:57.811230,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:08:58.320479,poll ok #169 duration_ms=509 degraded=0 timeout_streak=0
2026-03-02T12:09:02.810773,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:09:04.614157,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:09:04.866622,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:09:06.278376,candidate selected op=points start=0
 duration_ms=1411
2026-03-02T12:09:06.281329,poll ok #170 duration_ms=3470 degraded=0 timeout_streak=0
2026-03-02T12:09:07.810816,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:09:09.611686,timeout op=points@0 start=0 count=72 attempt=1/2 streak=1 degraded=0
2026-03-02T12:09:09.611686,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:09:09.864668,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:09:11.294379,candidate selected op=points start=0
d=0 timeout_streak=0
2026-03-02T12:09:12.811539,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:09:14.614078,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:09:14.865929,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:09:16.310101,candidate selected op=points start=0
 duration_ms=1443
2026-03-02T12:09:16.312633,poll ok #172 duration_ms=3501 degraded=0 timeout_streak=0
2026-03-02T12:09:17.810725,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:09:19.611772,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:09:19.864500,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:09:21.334542,poll ok #173 duration_ms=3524 degraded=0 timeout_streak=0
2026-03-02T12:09:22.810957,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:09:24.613018,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:09:24.865907,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:09:26.348556,candidate selected op=points start=0
 duration_ms=1482
2026-03-02T12:09:26.350265,poll ok #174 duration_ms=3540 degraded=0 timeout_streak=0
2026-03-02T12:09:27.811547,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:09:29.613436,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:09:29.864689,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:09:31.373808,candidate selected op=points start=0
d=0 timeout_streak=0
2026-03-02T12:09:32.811027,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:09:34.613948,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:09:34.864622,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:09:36.396067,candidate selected op=points start=0
 duration_ms=1531
2026-03-02T12:09:36.400271,poll ok #176 duration_ms=3588 degraded=0 timeout_streak=0
2026-03-02T12:09:37.810592,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:09:38.340191,poll ok #177 duration_ms=529 degraded=0 timeout_streak=0
2026-03-02T12:09:42.810150,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:09:43.329189,poll ok #178 duration_ms=520 degraded=0 timeout_streak=0
2026-03-02T12:09:47.810358,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:09:49.612852,timeout op=points@0 start=0 count=72 attempt=1/2 streak=1 degraded=0
2026-03-02T12:09:49.612852,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:09:49.864316,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:09:50.422360,candidate selected op=points start=0
 duration_ms=558
2026-03-02T12:09:50.425379,poll ok #179 duration_ms=2615 degraded=0 timeout_streak=0
2026-03-02T12:09:52.810536,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:09:54.611741,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:09:54.864281,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:09:55.448171,poll ok #180 duration_ms=2639 degraded=0 timeout_streak=0
2026-03-02T12:09:57.811185,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:09:59.614157,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:09:59.866205,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:10:00.471236,candidate selected op=points start=0
 duration_ms=605
2026-03-02T12:10:00.473956,poll ok #181 duration_ms=2663 degraded=0 timeout_streak=0
2026-03-02T12:10:02.810701,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:10:04.612872,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:10:04.863247,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:10:05.493277,candidate selected op=points start=0
 duration_ms=629
2026-03-02T12:10:05.493277,poll ok #182 duration_ms=2683 degraded=0 timeout_streak=0
2026-03-02T12:10:07.810849,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:10:09.612910,timeout op=points@0 start=0 count=72 attempt=1/2 streak=1 degraded=0
tion: response timeout (1 consecutive)
2026-03-02T12:10:09.864726,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:10:10.503028,candidate selected op=points start=0
 duration_ms=638
2026-03-02T12:10:10.504770,poll ok #183 duration_ms=2694 degraded=0 timeout_streak=0
2026-03-02T12:10:12.810608,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:10:14.612007,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:10:14.864571,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:10:15.531171,poll ok #184 duration_ms=2721 degraded=0 timeout_streak=0
2026-03-02T12:10:17.810559,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:10:19.612866,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:10:19.864428,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:10:20.528783,recv ok op=points@0 regs=72 attempt=2 duration_ms=664
2026-03-02T12:10:20.528783,candidate selected op=points start=0
d=0 timeout_streak=0
2026-03-02T12:10:22.810628,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:10:23.501347,candidate selected op=points start=0
=0 timeout_streak=0
2026-03-02T12:10:27.810837,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:10:28.318984,recv ok op=points@0 regs=72 attempt=1 duration_ms=508
2026-03-02T12:10:28.320501,poll ok #187 duration_ms=510 degraded=0 timeout_streak=0
2026-03-02T12:10:32.818044,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:10:34.628594,timeout op=points@0 start=0 count=72 attempt=1/2 streak=1 degraded=0
tion: response timeout (1 consecutive)
2026-03-02T12:10:34.892577,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:10:36.090385,recv ok op=points@0 regs=72 attempt=2 duration_ms=1197
2026-03-02T12:10:36.095793,poll ok #188 duration_ms=3277 degraded=0 timeout_streak=0
2026-03-02T12:10:37.822724,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:10:39.639848,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:10:39.903065,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:10:41.103914,candidate selected op=points start=0
 duration_ms=1200
2026-03-02T12:10:41.104973,poll ok #189 duration_ms=3282 degraded=0 timeout_streak=0
2026-03-02T12:10:42.818500,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:10:44.625367,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:10:44.887446,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:10:46.132901,candidate selected op=points start=0
 duration_ms=1244
2026-03-02T12:10:46.136561,poll ok #190 duration_ms=3319 degraded=0 timeout_streak=0
2026-03-02T12:10:47.815059,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:10:47.814032,poll start #191
2026-03-02T12:10:49.622216,timeout op=points@0 start=0 count=72 attempt=1/2 streak=1 degraded=0
2026-03-02T12:10:49.622216,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:10:49.888363,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:10:51.147302,candidate selected op=points start=0
 duration_ms=1258
2026-03-02T12:10:51.147827,poll ok #191 duration_ms=3333 degraded=0 timeout_streak=0
2026-03-02T12:10:52.819764,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:10:54.107334,poll ok #192 duration_ms=1287 degraded=0 timeout_streak=0
2026-03-02T12:10:54.106307,candidate selected op=points start=0
2026-03-02T12:10:57.821027,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:10:58.334957,recv ok op=points@0 regs=72 attempt=1 duration_ms=513
2026-03-02T12:10:58.334957,candidate selected op=points start=0
=0 timeout_streak=0
2026-03-02T12:11:02.814280,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:11:04.630845,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:11:04.895618,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:11:06.208271,poll ok #194 duration_ms=3395 degraded=0 timeout_streak=0
2026-03-02T12:11:07.826114,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:11:09.163715,candidate selected op=points start=0
 duration_ms=1337
2026-03-02T12:11:09.169816,poll ok #195 duration_ms=1345 degraded=0 timeout_streak=0
2026-03-02T12:11:12.811586,poll start #196
2026-03-02T12:11:12.811586,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:11:13.327787,candidate selected op=points start=0
=0 timeout_streak=0
2026-03-02T12:11:17.818828,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:11:19.626276,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:11:19.889378,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:11:21.249743,candidate selected op=points start=0
 duration_ms=1359
2026-03-02T12:11:21.253800,poll ok #197 duration_ms=3435 degraded=0 timeout_streak=0
2026-03-02T12:11:22.812300,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:11:24.617496,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:11:24.880891,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:11:26.268636,candidate selected op=points start=0
d=0 timeout_streak=0
2026-03-02T12:11:27.811430,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:11:29.620530,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:11:29.886074,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:11:31.283749,recv ok op=points@0 regs=72 attempt=2 duration_ms=1397
2026-03-02T12:11:31.286287,poll ok #199 duration_ms=3474 degraded=0 timeout_streak=0
2026-03-02T12:11:32.823764,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:11:34.635353,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:11:34.903202,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:11:36.310787,poll ok #200 duration_ms=3487 degraded=0 timeout_streak=0
2026-03-02T12:11:37.811295,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:11:39.618972,timeout op=points@0 start=0 count=72 attempt=1/2 streak=1 degraded=0
tion: response timeout (1 consecutive)
2026-03-02T12:11:39.882427,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:11:41.332872,recv ok op=points@0 regs=72 attempt=2 duration_ms=1450
2026-03-02T12:11:41.333878,poll ok #201 duration_ms=3524 degraded=0 timeout_streak=0
2026-03-02T12:11:42.817956,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:11:44.619569,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:11:44.884545,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:11:46.350510,poll ok #202 duration_ms=3533 degraded=0 timeout_streak=0
2026-03-02T12:11:47.824015,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:11:49.631073,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:11:49.894057,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:11:51.373447,candidate selected op=points start=0
 duration_ms=1478
2026-03-02T12:11:51.377335,poll ok #203 duration_ms=3554 degraded=0 timeout_streak=0
2026-03-02T12:11:52.819094,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:11:54.326959,poll ok #204 duration_ms=1507 degraded=0 timeout_streak=0
2026-03-02T12:11:57.819887,poll start #205
 start=0 count=72 attempt=1/2
2026-03-02T12:11:58.335381,poll ok #205 duration_ms=515 degraded=0 timeout_streak=0
2026-03-02T12:11:58.335381,candidate selected op=points start=0
2026-03-02T12:12:02.816321,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:12:04.625338,timeout op=points@0 start=0 count=72 attempt=1/2 streak=1 degraded=0
2026-03-02T12:12:04.625338,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:12:04.889235,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:12:06.424553,recv ok op=points@0 regs=72 attempt=2 duration_ms=1535
2026-03-02T12:12:06.428033,poll ok #206 duration_ms=3613 degraded=0 timeout_streak=0
2026-03-02T12:12:07.825606,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:12:09.630279,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:12:09.893883,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:12:11.439729,recv ok op=points@0 regs=72 attempt=22026-03-02T12:12:11.440262,poll ok #207 duration_ms=3616 degraded=0 timeout_streak=0
2026-03-02T12:12:12.813965,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:12:14.626450,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:12:14.889108,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:12:15.458474,poll ok #208 duration_ms=2645 degraded=0 timeout_streak=0
2026-03-02T12:12:17.812729,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:12:19.617063,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:12:19.878651,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:12:20.485867,recv ok op=points@0 regs=72 attempt=2 duration_ms=607
2026-03-02T12:12:20.489452,poll ok #209 duration_ms=2676 degraded=0 timeout_streak=0
2026-03-02T12:12:22.810649,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:12:24.616357,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:12:24.881025,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:12:25.503154,poll ok #210 duration_ms=2692 degraded=0 timeout_streak=0
2026-03-02T12:12:27.824791,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:12:29.629810,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:12:29.894225,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:12:30.516057,candidate selected op=points start=0
 duration_ms=620
2026-03-02T12:12:30.521161,poll ok #211 duration_ms=2696 degraded=0 timeout_streak=0
2026-03-02T12:12:32.818244,poll start #212
2026-03-02T12:12:32.821964,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:12:34.625266,timeout op=points@0 start=0 count=72 attempt=1/2 streak=1 degraded=0
2026-03-02T12:12:34.625266,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:12:34.890345,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:12:35.547973,poll ok #212 duration_ms=2729 degraded=0 timeout_streak=0
2026-03-02T12:12:37.818313,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:12:38.507035,candidate selected op=points start=0
 duration_ms=688
2026-03-02T12:12:38.507035,poll ok #213 duration_ms=688 degraded=0 timeout_streak=0
2026-03-02T12:12:42.813314,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:12:43.326103,recv ok op=points@0 regs=72 attempt=1 duration_ms=512
2026-03-02T12:12:43.330793,poll ok #214 duration_ms=518 degraded=0 timeout_streak=0
2026-03-02T12:12:47.818729,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:12:49.635639,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:12:49.900387,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:12:51.099476,poll ok #215 duration_ms=3281 degraded=0 timeout_streak=0
2026-03-02T12:12:52.810597,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:12:54.622860,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:12:54.883262,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:12:56.118484,recv ok op=points@0 regs=72 attempt=2 duration_ms=1235
2026-03-02T12:12:56.123537,poll ok #216 duration_ms=3312 degraded=0 timeout_streak=0
2026-03-02T12:12:57.814075,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:12:59.630753,timeout op=points@0 start=0 count=72 attempt=1/2 streak=1 degraded=0
tion: response timeout (1 consecutive)
2026-03-02T12:12:59.894355,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:13:01.138776,poll ok #217 duration_ms=3325 degraded=0 timeout_streak=0
2026-03-02T12:13:02.815859,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:13:04.624930,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:13:04.888059,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:13:06.146675,candidate selected op=points start=0
 duration_ms=1257
2026-03-02T12:13:06.149977,poll ok #218 duration_ms=3334 degraded=0 timeout_streak=0
2026-03-02T12:13:07.815708,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:13:09.623126,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:13:09.885938,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:13:11.173797,candidate selected op=points start=0
d=0 timeout_streak=0
2026-03-02T12:13:12.824099,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:13:14.633996,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:13:14.899840,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:13:16.196006,candidate selected op=points start=0
 duration_ms=1297
2026-03-02T12:13:16.201624,poll ok #220 duration_ms=3378 degraded=0 timeout_streak=0
2026-03-02T12:13:17.818559,poll start #221
2026-03-02T12:13:17.819570,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:13:19.625666,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:13:19.886838,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:13:21.208430,candidate selected op=points start=0
d=0 timeout_streak=0
2026-03-02T12:13:22.810521,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:13:24.168139,poll ok #222 duration_ms=1357 degraded=0 timeout_streak=0
2026-03-02T12:13:27.818861,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:13:28.333800,candidate selected op=points start=0
 duration_ms=515
2026-03-02T12:13:28.337625,poll ok #223 duration_ms=519 degraded=0 timeout_streak=0
2026-03-02T12:13:32.812815,send op=points@0 start=0 count=72 attempt=1/2
2026-03-02T12:13:34.615393,retry scheduled op=points@0 next_in_ms=250 after_error=ModbusTcpException: response timeout (1 consecutive)
2026-03-02T12:13:34.881141,send op=points@0 start=0 count=72 attempt=2/2
2026-03-02T12:13:36.267066,poll ok #224 duration_ms=3455 degraded=0 timeout_streak=0
