time,zone,alarm_type,event,message
2026-02-26T14:14:25.566643,1,stale,raise,Zone 1: stale data
2026-02-26T14:14:28.530063,1,stale,clear,Zone 1: stale data
2026-02-26T14:14:33.456578,1,stale,raise,Zone 1: stale data
2026-02-26T14:14:39.039778,1,offline,clear,Zone 1 is offline
2026-02-26T14:14:43.454471,1,offline,raise,Zone 1 is offline
2026-02-26T14:15:11.127222,1,stale,clear,Zone 1: stale data
2026-02-26T14:15:26.139944,1,offline,clear,Zone 1 is offline
2026-02-26T14:15:31.150943,1,offline,raise,Zone 1 is offline
2026-02-26T14:15:41.158353,1,offline,clear,Zone 1 is offline
2026-02-26T14:16:00.269416,1,offline,raise,Zone 1 is offline
2026-02-26T14:16:16.196373,1,offline,clear,Zone 1 is offline
2026-02-26T14:16:21.206379,1,stale,clear,Zone 1: stale data

2026-02-26T14:16:26.224364,1,stale,raise,Zone 1: stale data
2026-02-26T14:16:26.223846,1,offline,clear,Zone 1 is offline
2026-02-26T14:16:31.225898,1,stale,clear,Zone 1: stale data

2026-02-26T14:16:36.243599,1,stale,raise,Zone 1: stale data

2026-02-26T14:16:51.257524,1,offline,raise,Zone 1 is offline
2026-02-26T14:16:56.255950,1,offline,clear,Zone 1 is offline
2026-02-26T14:17:06.263441,1,stale,clear,Zone 1: stale data

2026-02-26T14:17:11.263257,1,stale,raise,Zone 1: stale data

2026-03-01T10:58:35.527187,1,stale,raise,Zone 1: stale data
alid sensor value
2026-03-01T11:19:21.936869,1,offline,raise,Zone 1 is offline
2026-03-01T13:22:28.476290,1,stale,raise,Zone 1: stale data
alid sensor value
2026-03-01T13:22:43.062588,1,stale,clear,Zone 1: stale data
2026-03-01T13:22:48.586229,1,stale,raise,Zone 1: stale data
2026-03-01T13:22:58.638633,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-01T13:23:03.672903,1,stale,clear,Zone 1: stale data
2026-03-01T13:23:13.399182,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:23:33.329570,1,stale,raise,Zone 1: stale data
2026-03-01T13:23:48.418961,1,stale,clear,Zone 1: stale data
2026-03-01T13:24:03.013185,1,stale,raise,Zone 1: stale data
2026-03-01T13:24:08.550352,1,stale,clear,Zone 1: stale data
2026-03-01T13:24:23.129167,1,stale,raise,Zone 1: stale data
2026-03-01T13:24:28.662825,1,stale,clear,Zone 1: stale data
2026-03-01T13:24:38.416698,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-01T13:24:43.255117,1,stale,raise,Zone 1: stale data
2026-03-01T13:24:54.331697,1,stale,clear,Zone 1: stale data
alid sensor value
2026-03-01T13:24:58.361566,1,stale,raise,Zone 1: stale data
2026-03-01T13:25:03.891211,1,stale,clear,Zone 1: stale data
2026-03-01T13:25:18.475628,1,stale,raise,Zone 1: stale data
alid sensor value
2026-03-01T13:25:29.040803,1,stale,clear,Zone 1: stale data
2026-03-01T13:25:33.055708,1,stale,raise,Zone 1: stale data
2026-03-01T13:25:38.588948,1,stale,clear,Zone 1: stale data
2026-03-01T13:25:49.170852,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:25:53.190061,1,stale,raise,Zone 1: stale data
2026-03-01T13:26:04.254342,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-01T13:26:08.274923,1,stale,clear,Zone 1: stale data
2026-03-01T13:26:13.801808,1,stale,raise,Zone 1: stale data
alid sensor value
2026-03-01T13:26:24.360500,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-01T13:26:28.378812,1,stale,clear,Zone 1: stale data
2026-03-01T13:26:33.910347,1,stale,raise,Zone 1: stale data
2026-03-01T13:26:43.467961,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:26:48.486070,1,stale,clear,Zone 1: stale data
2026-03-01T13:27:03.058831,1,stale,raise,Zone 1: stale data
alid sensor value
2026-03-01T13:27:08.595237,1,stale,clear,Zone 1: stale data
2026-03-01T13:27:18.640150,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:27:33.439683,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-01T13:27:38.253889,1,stale,raise,Zone 1: stale data
2026-03-01T13:27:43.781486,1,stale,clear,Zone 1: stale data
2026-03-01T13:27:53.830956,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:27:58.852712,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-01T13:27:58.853311,1,stale,raise,Zone 1: stale data
2026-03-01T13:28:09.406232,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:28:13.413292,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-01T13:28:23.486816,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:28:28.500552,1,stale,clear,Zone 1: stale data
2026-03-01T13:28:33.534121,1,stale,raise,Zone 1: stale data
alid sensor value
2026-03-01T13:28:48.617207,1,stale,clear,Zone 1: stale data
2026-03-01T13:28:58.661770,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:29:03.681111,1,stale,raise,Zone 1: stale data
2026-03-01T13:29:12.892516,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-01T13:29:18.759175,1,stale,clear,Zone 1: stale data
2026-03-01T13:29:33.850353,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:30:23.622875,1,stale,clear,Zone 1: stale data
2026-03-01T13:30:38.689110,1,stale,raise,Zone 1: stale data
2026-03-01T13:30:49.257475,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-01T13:30:53.273093,1,stale,clear,Zone 1: stale data
2026-03-01T13:30:58.802717,1,stale,raise,Zone 1: stale data
alid sensor value
2026-03-01T13:31:08.853242,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-01T13:31:13.881106,1,stale,clear,Zone 1: stale data
2026-03-01T13:31:28.452093,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:31:43.024850,1,stale,clear,Zone 1: stale data
2026-03-01T13:31:48.562122,1,stale,raise,Zone 1: stale data
2026-03-01T13:31:59.120037,1,stale,clear,Zone 1: stale data
2026-03-01T13:32:03.141163,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-01T13:32:03.141163,1,stale,raise,Zone 1: stale data
2026-03-01T13:32:14.209132,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:32:18.224426,1,stale,clear,Zone 1: stale data
2026-03-01T13:32:23.755657,1,stale,raise,Zone 1: stale data
2026-03-01T13:32:38.331643,1,stale,clear,Zone 1: stale data
2026-03-01T13:32:43.871063,1,stale,raise,Zone 1: stale data
2026-03-01T13:32:58.946714,1,stale,clear,Zone 1: stale data
2026-03-01T13:33:13.527136,1,stale,raise,Zone 1: stale data
2026-03-01T13:33:23.583581,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-01T13:33:28.613664,1,stale,clear,Zone 1: stale data
2026-03-01T13:33:39.172084,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:33:43.187615,1,stale,raise,Zone 1: stale data
2026-03-01T13:33:53.424194,1,stale,clear,Zone 1: stale data
2026-03-01T13:33:58.274338,1,stale,raise,Zone 1: stale data
2026-03-01T13:34:28.430079,1,stale,clear,Zone 1: stale data
2026-03-01T13:34:38.493967,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-01T13:34:43.512930,1,stale,raise,Zone 1: stale data
alid sensor value
2026-03-01T13:34:48.551272,1,stale,clear,Zone 1: stale data
2026-03-01T13:35:03.123905,1,stale,raise,Zone 1: stale data
2026-03-01T13:35:05.886792,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-01T13:35:18.196768,1,stale,clear,Zone 1: stale data
2026-03-01T13:35:23.721682,1,stale,raise,Zone 1: stale data
2026-03-01T13:35:38.296664,1,stale,clear,Zone 1: stale data
2026-03-01T13:35:53.376435,1,stale,raise,Zone 1: stale data
2026-03-01T13:35:58.912119,1,stale,clear,Zone 1: stale data
2026-03-01T13:36:13.480236,1,stale,raise,Zone 1: stale data
2026-03-01T13:36:28.056819,1,stale,clear,Zone 1: stale data
2026-03-01T13:36:43.136718,1,stale,raise,Zone 1: stale data
2026-03-01T13:36:58.211524,1,stale,clear,Zone 1: stale data
2026-03-01T13:37:03.731484,1,stale,raise,Zone 1: stale data
alid sensor value
2026-03-01T13:37:29.355953,1,stale,clear,Zone 1: stale data
alid sensor value
2026-03-01T13:37:33.367001,1,stale,raise,Zone 1: stale data
2026-03-01T13:37:38.882244,1,stale,clear,Zone 1: stale data
2026-03-01T13:37:47.992006,1,stale,raise,Zone 1: stale data
alid sensor value
2026-03-01T13:37:52.276099,1,stale,clear,Zone 1: stale data
2026-03-01T13:38:10.145111,1,stale,raise,Zone 1: stale data
2026-03-01T13:38:16.116508,1,stale,clear,Zone 1: stale data
2026-03-01T13:38:29.232154,1,stale,raise,Zone 1: stale data
2026-03-01T13:38:44.982339,1,stale,clear,Zone 1: stale data
2026-03-01T13:39:00.893717,1,stale,raise,Zone 1: stale data
2026-03-01T13:39:26.012348,1,stale,clear,Zone 1: stale data
2026-03-01T13:39:31.034465,1,stale,raise,Zone 1: stale data
2026-03-01T13:40:07.673730,1,stale,clear,Zone 1: stale data
2026-03-01T13:40:12.281903,1,stale,raise,Zone 1: stale data
2026-03-01T13:40:24.312356,1,stale,clear,Zone 1: stale data
2026-03-01T13:40:30.327131,1,stale,raise,Zone 1: stale data
2026-03-01T13:40:36.319307,1,stale,clear,Zone 1: stale data
2026-03-01T13:40:49.936329,1,stale,raise,Zone 1: stale data
2026-03-01T13:40:55.966504,1,stale,clear,Zone 1: stale data
2026-03-01T13:41:02.945387,1,stale,raise,Zone 1: stale data
2026-03-01T13:41:15.060433,1,stale,clear,Zone 1: stale data
2026-03-01T13:41:20.084903,1,stale,raise,Zone 1: stale data
2026-03-01T13:41:45.227253,1,stale,clear,Zone 1: stale data
2026-03-01T13:41:54.270459,1,stale,raise,Zone 1: stale data
2026-03-01T13:42:10.352146,1,stale,clear,Zone 1: stale data
2026-03-01T13:42:27.405459,1,stale,raise,Zone 1: stale data
2026-03-01T13:42:32.283766,1,stale,clear,Zone 1: stale data
2026-03-01T13:42:45.027305,1,stale,raise,Zone 1: stale data
2026-03-01T13:43:10.173940,1,stale,clear,Zone 1: stale data
2026-03-01T13:43:23.700576,1,stale,raise,Zone 1: stale data
2026-03-01T13:43:30.777209,1,stale,clear,Zone 1: stale data
2026-03-01T13:43:35.808653,1,stale,raise,Zone 1: stale data
2026-03-01T13:43:42.296454,1,stale,clear,Zone 1: stale data
2026-03-01T13:43:57.273056,1,stale,raise,Zone 1: stale data
2026-03-01T13:44:09.989984,1,stale,clear,Zone 1: stale data
2026-03-01T13:44:23.550399,1,stale,raise,Zone 1: stale data
2026-03-01T13:44:30.613577,1,stale,clear,Zone 1: stale data
2026-03-01T13:44:39.670042,1,stale,raise,Zone 1: stale data
2026-03-01T13:44:45.707754,1,stale,clear,Zone 1: stale data
2026-03-01T13:44:55.267258,1,stale,raise,Zone 1: stale data
2026-03-01T13:45:15.014600,1,stale,clear,Zone 1: stale data
2026-03-01T13:45:30.968416,1,stale,raise,Zone 1: stale data
2026-03-01T13:45:55.100298,1,stale,clear,Zone 1: stale data
2026-03-01T13:46:08.619669,1,stale,raise,Zone 1: stale data
2026-03-01T13:46:15.699483,1,stale,clear,Zone 1: stale data
2026-03-01T13:46:20.734251,1,stale,raise,Zone 1: stale data
2026-03-01T13:46:37.771298,1,stale,clear,Zone 1: stale data
2026-03-01T13:46:42.280374,1,stale,raise,Zone 1: stale data
2026-03-01T13:46:54.393753,1,stale,clear,Zone 1: stale data
2026-03-01T13:47:04.460264,1,stale,raise,Zone 1: stale data
2026-03-01T13:47:21.043005,1,stale,clear,Zone 1: stale data
2026-03-01T13:47:37.292656,1,stale,raise,Zone 1: stale data
2026-03-01T13:47:52.198870,1,stale,clear,Zone 1: stale data
2026-03-01T13:48:15.313191,1,stale,raise,Zone 1: stale data
2026-03-01T13:48:20.347984,1,stale,clear,Zone 1: stale data
2026-03-01T13:48:35.412770,1,stale,raise,Zone 1: stale data
2026-03-01T13:48:50.498058,1,stale,clear,Zone 1: stale data
2026-03-01T13:49:15.136683,1,stale,raise,Zone 1: stale data
2026-03-01T13:49:40.760554,1,stale,clear,Zone 1: stale data
2026-03-01T13:49:46.745200,1,stale,raise,Zone 1: stale data
2026-03-01T13:49:59.359289,1,stale,clear,Zone 1: stale data
2026-03-01T13:50:05.379646,1,stale,raise,Zone 1: stale data
2026-03-01T13:50:12.378194,1,stale,clear,Zone 1: stale data
2026-03-01T13:50:17.269697,1,stale,raise,Zone 1: stale data
2026-03-01T13:50:30.024217,1,stale,clear,Zone 1: stale data
2026-03-01T13:50:55.651804,1,stale,raise,Zone 1: stale data
2026-03-01T13:51:20.284812,1,stale,clear,Zone 1: stale data
2026-03-01T13:51:25.305539,1,stale,raise,Zone 1: stale data
2026-03-01T13:51:28.790958,1,stale,clear,Zone 1: stale data
2026-03-01T13:51:35.865569,1,stale,raise,Zone 1: stale data
2026-03-01T13:51:50.446444,1,stale,clear,Zone 1: stale data
2026-03-01T13:52:09.043656,1,stale,raise,Zone 1: stale data
2026-03-01T13:52:15.076997,1,stale,clear,Zone 1: stale data
2026-03-01T13:52:32.115961,1,stale,raise,Zone 1: stale data
2026-03-01T13:52:45.236689,1,stale,clear,Zone 1: stale data
2026-03-01T13:52:50.263460,1,stale,raise,Zone 1: stale data
2026-03-01T13:53:15.387954,1,stale,clear,Zone 1: stale data
2026-03-01T13:53:30.001143,1,stale,raise,Zone 1: stale data
2026-03-01T13:53:55.098940,1,stale,clear,Zone 1: stale data
2026-03-01T13:54:20.720173,1,stale,raise,Zone 1: stale data
2026-03-01T13:54:26.701490,1,stale,clear,Zone 1: stale data
2026-03-01T13:54:50.368026,1,stale,raise,Zone 1: stale data
2026-03-01T13:55:25.049010,1,stale,clear,Zone 1: stale data
2026-03-01T13:55:37.067712,1,stale,raise,Zone 1: stale data
2026-03-01T13:55:50.171025,1,stale,clear,Zone 1: stale data
2026-03-01T13:55:55.201948,1,stale,raise,Zone 1: stale data
2026-03-01T13:56:32.850494,1,stale,clear,Zone 1: stale data
2026-03-01T13:56:37.268051,1,stale,raise,Zone 1: stale data
2026-03-01T13:56:49.982446,1,stale,clear,Zone 1: stale data
2026-03-01T13:56:56.006877,1,stale,raise,Zone 1: stale data
2026-03-01T13:57:04.065688,1,stale,clear,Zone 1: stale data
2026-03-01T13:57:19.140156,1,stale,raise,Zone 1: stale data
2026-03-01T13:57:40.246926,1,stale,clear,Zone 1: stale data
2026-03-01T13:57:45.278085,1,stale,raise,Zone 1: stale data
2026-03-01T13:58:10.910500,1,stale,clear,Zone 1: stale data
2026-03-01T13:58:21.889146,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:58:34.772930,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:58:57.822501,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-01T13:59:46.601711,1,stale,raise,Zone 1: stale data
2026-03-01T14:00:14.242513,1,stale,clear,Zone 1: stale data
2026-03-01T14:01:08.531365,1,stale,raise,Zone 1: stale data
2026-03-01T14:01:35.156683,1,stale,clear,Zone 1: stale data
2026-03-01T14:02:30.457054,1,stale,raise,Zone 1: stale data
2026-03-01T14:03:24.736743,1,stale,clear,Zone 1: stale data
2026-03-01T14:04:48.182048,1,stale,raise,Zone 1: stale data
2026-03-01T14:06:18.184659,1,stale,clear,Zone 1: stale data
2026-03-01T14:09:35.191122,1,stale,raise,Zone 1: stale data
2026-03-01T14:10:02.836252,1,stale,clear,Zone 1: stale data
2026-03-01T14:13:02.766180,1,stale,raise,Zone 1: stale data
2026-03-01T14:15:33.098956,1,stale,clear,Zone 1: stale data
2026-03-01T14:16:45.922969,1,stale,raise,Zone 1: stale data
2026-03-01T14:22:57.392947,1,stale,raise,Zone 1: stale data
2026-03-01T14:29:18.510546,1,stale,raise,Zone 1: stale data
2026-03-01T14:31:29.396581,1,stale,ack,Zone 1: stale data
2026-03-01T14:36:48.555783,1,stale,raise,Zone 1: stale data
2026-03-01T14:53:23.474126,1,stale,raise,Zone 1: stale data
2026-03-01T14:59:38.867565,1,stale,raise,Zone 1: stale data
2026-03-01T14:59:47.448985,1,offline,raise,Zone 1 is offline
2026-03-01T15:00:07.978998,1,offline,clear,Zone 1 is offline
2026-03-01T15:00:22.443871,1,offline,raise,Zone 1 is offline
2026-03-01T15:00:43.139836,1,offline,clear,Zone 1 is offline
2026-03-01T15:00:57.443858,1,offline,raise,Zone 1 is offline
2026-03-01T15:01:18.809368,1,offline,clear,Zone 1 is offline
2026-03-01T15:01:32.460259,1,offline,raise,Zone 1 is offline
2026-03-01T15:01:52.982422,1,offline,clear,Zone 1 is offline
2026-03-01T15:02:07.465167,1,offline,raise,Zone 1 is offline
2026-03-01T15:02:28.144950,1,offline,clear,Zone 1 is offline
2026-03-01T15:02:42.462675,1,offline,raise,Zone 1 is offline
2026-03-01T15:03:03.816177,1,offline,clear,Zone 1 is offline
2026-03-01T15:03:17.445600,1,offline,raise,Zone 1 is offline
2026-03-01T15:03:37.985783,1,offline,clear,Zone 1 is offline
2026-03-01T15:03:52.467636,1,offline,raise,Zone 1 is offline
2026-03-01T15:04:13.668360,1,offline,clear,Zone 1 is offline
2026-03-01T15:04:27.446388,1,offline,raise,Zone 1 is offline
2026-03-01T15:04:48.832722,1,offline,clear,Zone 1 is offline
2026-03-01T15:05:06.570850,1,stale,raise,Zone 1: stale data
2026-03-01T15:10:03.326592,1,stale,raise,Zone 1: stale data
2026-03-01T15:38:45.713740,1,offline,raise,Zone 1 is offline
2026-03-02T10:55:32.617160,1,stale,raise,Zone 1: stale data
alid sensor value
2026-03-02T11:09:42.612252,1,offline,raise,Zone 1 is offline
2026-03-02T11:09:57.613038,1,offline,clear,Zone 1 is offline
2026-03-02T11:11:26.703772,1,invalidSensor,clear,Zone 1: invalid sensor value
2026-03-02T11:26:16.985104,1,stale,raise,Zone 1: stale data
2026-03-02T11:55:01.893719,1,stale,raise,Zone 1: stale data
2026-03-02T12:06:10.640888,1,offline,raise,Zone 1 is offline
2026-03-02T12:06:18.333143,1,invalidSensor,raise,Zone 1: invalid sensor value
2026-03-02T12:06:39.156673,1,invalidSensor,clear,Zone 1: invalid sensor value
